PT08.S1(CO),PT08.S2(NMHC),PT08.S3(NOx),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO(GT)_t-1,NOx(GT)_t-1,NO2(GT)_t-1,C6H6(GT)_t-1,CO(GT)_t-2,NOx(GT)_t-2,NO2(GT)_t-2,C6H6(GT)_t-2,CO(GT)_t-3,NOx(GT)_t-3,NO2(GT)_t-3,C6H6(GT)_t-3,CO(GT)_roll_mean_3d,CO(GT)_roll_std_3d,CO(GT)_roll_mean_6d,CO(GT)_roll_std_6d,CO(GT)_roll_mean_12d,CO(GT)_roll_std_12d,NOx(GT)_roll_mean_3d,NOx(GT)_roll_std_3d,NOx(GT)_roll_mean_6d,NOx(GT)_roll_std_6d,NOx(GT)_roll_mean_12d,NOx(GT)_roll_std_12d,NO2(GT)_roll_mean_3d,NO2(GT)_roll_std_3d,NO2(GT)_roll_mean_6d,NO2(GT)_roll_std_6d,NO2(GT)_roll_mean_12d,NO2(GT)_roll_std_12d,C6H6(GT)_roll_mean_3d,C6H6(GT)_roll_std_3d,C6H6(GT)_roll_mean_6d,C6H6(GT)_roll_std_6d,C6H6(GT)_roll_mean_12d,C6H6(GT)_roll_std_12d,weekday,month,weekday_sin,weekday_cos,month_sin,month_cos,CO(GT)_t+1d,CO(GT)_t+2d,CO(GT)_t+3d,CO(GT)_t+7d,NOx(GT)_t+1d,NOx(GT)_t+2d,NOx(GT)_t+3d,NOx(GT)_t+7d,NO2(GT)_t+1d,NO2(GT)_t+2d,NO2(GT)_t+3d,NO2(GT)_t+7d,C6H6(GT)_t+1d,C6H6(GT)_t+2d,C6H6(GT)_t+3d,C6H6(GT)_t+7d
1316.5,912.3333333333334,1167.3333333333333,1545.5,1096.0,12.033333333333331,54.9,0.7656333333333333,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,2.3367808519982436,0.4273896568485217,2.613317962231006,0.5321879648987302,2.607745937637242,0.4691221098744157,150.0395256916996,21.42937529598308,166.04874835309616,31.02352568373364,165.27075098814228,30.28468944302448,108.32520860781727,8.21337777080258,112.16260430390864,7.354828212493333,111.73347606499782,10.94469131311899,9.519444444444446,2.272313482954061,10.86736111111111,2.986161853574038,11.467361111111112,2.970767633540459,2,3,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,2.239130434782609,2.8045454545454547,2.6956521739130435,3.073913043478261,144.3913043478261,173.72727272727272,184.43478260869568,199.95652173913044,99.8695652173913,116.27272727272728,118.8695652173913,119.95652173913044,7.979166666666667,12.129166666666668,10.916666666666666,15.2375
1244.1666666666667,851.9583333333334,1277.25,1522.8333333333333,885.25,9.8375,64.075,0.7757666666666667,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,2.3367808519982436,0.4273896568485217,2.613317962231006,0.5321879648987302,2.607745937637242,0.4691221098744157,150.0395256916996,21.42937529598308,166.04874835309616,31.02352568373364,165.27075098814228,30.28468944302448,108.32520860781727,8.21337777080258,112.16260430390864,7.354828212493333,111.73347606499782,10.94469131311899,9.519444444444446,2.272313482954061,10.86736111111111,2.986161853574038,11.467361111111112,2.970767633540459,3,3,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,2.8045454545454547,2.6956521739130435,2.4695652173913043,2.7,173.72727272727272,184.43478260869568,146.6086956521739,176.52173913043478,116.27272727272728,118.8695652173913,110.3913043478261,125.1304347826087,12.129166666666668,10.916666666666666,9.6375,13.795833333333334
1281.6666666666667,1008.2916666666666,1101.875,1627.2916666666667,1084.375,11.2875,51.09583333333333,0.6631041666666667,2.239130434782609,144.3913043478261,99.8695652173913,7.979166666666667,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,2.3367808519982436,0.4273896568485217,2.613317962231006,0.5321879648987302,2.607745937637242,0.4691221098744157,150.0395256916996,21.42937529598308,166.04874835309616,31.02352568373364,165.27075098814228,30.28468944302448,108.32520860781727,8.21337777080258,112.16260430390864,7.354828212493333,111.73347606499782,10.94469131311899,9.519444444444446,2.272313482954061,10.86736111111111,2.986161853574038,11.467361111111112,2.970767633540459,4,3,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,2.6956521739130435,2.4695652173913043,3.5043478260869563,2.965217391304348,184.43478260869568,146.6086956521739,215.1304347826087,180.08695652173913,118.8695652173913,110.3913043478261,118.7391304347826,118.08695652173913,10.916666666666666,9.6375,16.091666666666665,13.520833333333334
1330.6666666666667,992.8333333333334,993.2083333333334,1595.7916666666667,1245.9166666666667,12.866666666666667,51.53333333333333,0.7322958333333333,2.8045454545454547,173.72727272727272,116.27272727272728,12.129166666666668,2.239130434782609,144.3913043478261,99.8695652173913,7.979166666666667,1.9666666666666668,132.0,108.83333333333331,8.450000000000001,2.579776021080369,0.2999899968996142,2.613317962231006,0.5321879648987302,2.607745937637242,0.4691221098744157,167.51778656126484,20.73133682716974,166.04874835309616,31.02352568373364,165.27075098814228,30.28468944302448,111.67061923583664,10.302162335520151,112.16260430390864,7.354828212493333,111.73347606499782,10.94469131311899,10.341666666666669,2.133915122491989,10.86736111111111,2.986161853574038,11.467361111111112,2.970767633540459,5,3,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17,2.4695652173913043,3.5043478260869563,2.769565217391304,2.11304347826087,146.6086956521739,215.1304347826087,181.6086956521739,131.95652173913044,110.3913043478261,118.7391304347826,118.17391304347828,97.30434782608695,9.6375,16.091666666666665,13.5,8.754166666666666
1361.125,943.9166666666666,1001.2916666666666,1602.375,1234.2083333333333,16.0125,48.85,0.8496708333333333,2.6956521739130435,184.43478260869568,118.8695652173913,10.916666666666666,2.8045454545454547,173.72727272727272,116.27272727272728,12.129166666666668,2.239130434782609,144.3913043478261,99.8695652173913,7.979166666666667,2.6565876152832675,0.1708726708009996,2.613317962231006,0.5321879648987302,2.607745937637242,0.4691221098744157,168.2569169960474,19.49735385841362,166.04874835309616,31.02352568373364,165.27075098814228,30.28468944302448,115.1778656126482,4.343877114299313,112.16260430390864,7.354828212493333,111.73347606499782,10.94469131311899,10.894444444444446,1.2459819680937665,10.86736111111111,2.986161853574038,11.467361111111112,2.970767633540459,6,3,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17,3.5043478260869563,2.769565217391304,3.073913043478261,1.9913043478260868,215.1304347826087,181.6086956521739,199.95652173913044,116.82608695652172,118.7391304347826,118.17391304347828,119.95652173913044,89.17391304347827,16.091666666666665,13.5,15.2375,7.595833333333334
1452.1666666666667,1138.9166666666667,845.625,1888.625,1439.0833333333333,17.366666666666667,50.32083333333333,0.9440291666666668,2.4695652173913043,146.6086956521739,110.3913043478261,9.6375,2.6956521739130435,184.43478260869568,118.8695652173913,10.916666666666666,2.8045454545454547,173.72727272727272,116.27272727272728,12.129166666666668,2.8898550724637677,0.5440402891044662,2.613317962231006,0.5321879648987302,2.607745937637242,0.4691221098744157,182.05797101449275,34.32264716452665,166.04874835309616,31.02352568373364,165.27075098814228,30.28468944302448,116.0,4.857710725965918,112.16260430390864,7.354828212493333,111.73347606499782,10.94469131311899,12.215277777777777,3.4174347036488784,10.86736111111111,2.986161853574038,11.467361111111112,2.970767633540459,0,3,0.0,1.0,1.0,6.123233995736766e-17,2.769565217391304,3.073913043478261,2.7,2.139130434782609,181.6086956521739,199.95652173913044,176.52173913043478,124.52173913043478,118.17391304347828,119.95652173913044,125.1304347826087,90.52173913043478,13.5,15.2375,13.795833333333334,9.4125
1339.6666666666667,1061.9166666666667,939.2916666666666,1726.625,1322.625,18.625,44.8375,0.8710208333333332,3.5043478260869563,215.1304347826087,118.7391304347826,16.091666666666665,2.4695652173913043,146.6086956521739,110.3913043478261,9.6375,2.6956521739130435,184.43478260869568,118.8695652173913,10.916666666666666,2.9144927536231884,0.5323971777568199,2.7471343873517786,0.4277696676513494,2.607745937637242,0.4691221098744157,181.1159420289855,34.263527080041115,174.31686429512516,26.40045445593317,165.27075098814228,30.28468944302448,115.768115942029,4.665023565269972,113.7193675889328,7.496375206588247,111.73347606499782,10.94469131311899,13.076388888888893,3.247868781273401,11.709027777777775,2.8782824458282343,11.467361111111112,2.970767633540459,1,3,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17,3.073913043478261,2.7,2.965217391304348,2.0043478260869567,199.95652173913044,176.52173913043478,180.08695652173913,126.3913043478261,119.95652173913044,125.1304347826087,118.08695652173913,97.0,15.2375,13.795833333333334,13.520833333333334,8.9625
1362.8333333333333,1099.0833333333333,930.6666666666666,1741.2083333333333,1405.875,18.779166666666665,41.166666666666664,0.8049166666666667,2.769565217391304,181.6086956521739,118.17391304347828,13.5,3.5043478260869563,215.1304347826087,118.7391304347826,16.091666666666665,2.4695652173913043,146.6086956521739,110.3913043478261,9.6375,3.1159420289855073,0.3691899202679727,2.8862648221343874,0.3598630433345093,2.607745937637242,0.4691221098744157,198.8985507246377,16.785893648622245,183.57773386034253,23.376016095398864,165.27075098814228,30.28468944302448,118.95652173913044,0.9109707321633144,117.06719367588931,3.4875674990252716,111.73347606499782,10.94469131311899,14.943055555555556,1.320684358931359,12.91875,2.4972078157414135,11.467361111111112,2.970767633540459,2,3,0.9749279121818236,-0.2225209339563143,1.0,6.123233995736766e-17,2.7,2.965217391304348,2.11304347826087,2.1,176.52173913043478,180.08695652173913,131.95652173913044,129.0,125.1304347826087,118.08695652173913,97.30434782608695,96.52173913043478,13.795833333333334,13.520833333333334,8.754166666666666,8.625
1352.6666666666667,1072.5833333333333,901.1666666666666,1702.8333333333333,1301.0,17.7625,44.0875,0.8260166666666667,3.073913043478261,199.95652173913044,119.95652173913044,15.2375,2.769565217391304,181.6086956521739,118.17391304347828,13.5,3.5043478260869563,215.1304347826087,118.7391304347826,16.091666666666665,2.847826086956522,0.1988625500178987,2.868840579710145,0.3670700078652958,2.607745937637242,0.4691221098744157,186.0289855072464,12.326860134736105,184.0434782608695,23.167410785309468,165.27075098814228,30.28468944302448,121.08695652173913,3.613407086815331,118.54347826086956,4.735479247669057,111.73347606499782,10.94469131311899,14.177777777777775,0.929590087878247,13.196527777777776,2.484475990842753,11.467361111111112,2.970767633540459,3,3,0.4338837391175582,-0.900968867902419,1.0,6.123233995736766e-17,2.965217391304348,2.11304347826087,1.9913043478260868,1.9041666666666668,180.08695652173913,131.95652173913044,116.82608695652172,115.6086956521739,118.08695652173913,97.30434782608695,89.17391304347827,89.30434782608695,13.520833333333334,8.754166666666666,7.595833333333334,8.095833333333333
1304.2916666666667,1058.0,913.375,1745.4166666666667,1095.7916666666667,14.191666666666668,57.90416666666667,0.9239583333333332,2.7,176.52173913043478,125.1304347826087,13.795833333333334,3.073913043478261,199.95652173913044,119.95652173913044,15.2375,2.769565217391304,181.6086956521739,118.17391304347828,13.5,2.9130434782608696,0.1923390987877776,2.913768115942029,0.3580182448452764,2.607745937637242,0.4691221098744157,185.5217391304348,12.627347523610783,183.31884057971013,23.22065872899481,165.27075098814228,30.28468944302448,121.05797101449276,3.648635276714118,118.41304347826086,4.735479247669057,111.73347606499782,10.94469131311899,14.184722222222222,0.9220423184632266,13.630555555555556,2.219920335574297,11.467361111111112,2.970767633540459,4,3,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17,2.11304347826087,1.9913043478260868,2.139130434782609,1.8791666666666669,131.95652173913044,116.82608695652172,124.52173913043478,121.08695652173913,97.30434782608695,89.17391304347827,90.52173913043478,92.43478260869566,8.754166666666666,7.595833333333334,9.4125,8.424999999999999
